QW917_000002	extracellular region;lytic vacuole;cellular anatomical entity;membrane;cytoplasm;lysosome;intracellular membrane-bounded organelle;vacuole;intracellular organelle;membrane-bounded organelle;intracellular anatomical structure;organelle;extracellular space;peptidase activity;hydrolase activity;cysteine-type endopeptidase activity;cysteine-type peptidase activity;catalytic activity;endopeptidase activity;catalytic activity, acting on a protein;cellular process;catabolic process;organonitrogen compound catabolic process;proteolysis;protein catabolic process;metabolic process;protein metabolic process;protein metabolic process;proteolysis involved in protein catabolic process;nitrogen compound metabolic process;organonitrogen compound metabolic process;macromolecule catabolic process;cellular metabolic process;obsolete cellular macromolecule metabolic process;obsolete cellular macromolecule catabolic process;organic substance catabolic process;cellular catabolic process;primary metabolic process;organic substance metabolic process;protein catabolic process;macromolecule metabolic process"
QW917_027929	centrosome;non-membrane-bounded organelle;microtubule organizing center;cytoskeleton;intracellular non-membrane-bounded organelle;centriole;intracellular organelle;microtubule cytoskeleton;intracellular anatomical structure;organelle;cellular anatomical entity;microtubule-based process;organelle organization;cellular process;localization;cellular macromolecule localization;microtubule cytoskeleton organization;cytoskeleton organization;response to stimulus;mitotic cell cycle;organelle fission;signal transduction;smoothened signaling pathway;microtubule organizing center organization;protein localization;cell communication;nuclear division;cellular component organization;protein localization;biological regulation;cell cycle;cell surface receptor signaling pathway;microtubule cytoskeleton organization involved in mitosis;mitotic cell cycle process;centrosome cycle;regulation of biological process;regulation of cellular process;cellular response to stimulus;centrosome duplication;spindle organization;protein localization to organelle;signaling;cellular localization;cell cycle process;cellular component organization or biogenesis;macromolecule localization;mitotic nuclear division;protein localization to cytoskeleton;mitotic spindle organization
QW917_027929	centrosome;non-membrane-bounded organelle;microtubule organizing center;cytoskeleton;intracellular non-membrane-bounded organelle;centriole;intracellular organelle;microtubule cytoskeleton;intracellular anatomical structure;organelle;cellular anatomical entity;microtubule-based process;organelle organization;cellular process;localization;cellular macromolecule localization;microtubule cytoskeleton organization;cytoskeleton organization;response to stimulus;mitotic cell cycle;organelle fission;signal transduction;smoothened signaling pathway;microtubule organizing center organization;protein localization;cell communication;nuclear division;cellular component organization;protein localization;biological regulation;cell cycle;cell surface receptor signaling pathway;microtubule cytoskeleton organization involved in mitosis;mitotic cell cycle process;centrosome cycle;regulation of biological process;regulation of cellular process;cellular response to stimulus;centrosome duplication;spindle organization;protein localization to organelle;signaling;cellular localization;cell cycle process;cellular component organization or biogenesis;macromolecule localization;mitotic nuclear division;protein localization to cytoskeleton;mitotic spindle organization
QW917_027936	extracellular region;extracellular space;cellular anatomical entity;binding;carbohydrate binding
QW917_027939	extracellular region;extracellular space;cellular anatomical entity;binding;carbohydrate binding
QW917_027941	"phosphotransferase activity, alcohol group as acceptor;kinase activity;transferase activity;protein kinase activity;catalytic activity;catalytic activity, acting on a protein;transferase activity, transferring phosphorus-containing groups"
QW917_027946	intracellular anatomical structure;membrane;cytoplasm;intracellular membrane-bounded organelle;intracellular organelle;membrane-bounded organelle;nucleus;organelle;cellular anatomical entity
QW917_035148	extracellular region;extracellular space;cellular anatomical entity;binding;carbohydrate binding
QW917_027947	extracellular region;extracellular space;cellular anatomical entity;binding;carbohydrate binding
QW917_027948	extracellular region;extracellular space;cellular anatomical entity;binding;carbohydrate binding
QW917_027950	molecular transducer activity;signaling receptor activity
QW917_027953	oxidoreductase activity;catalytic activity;monocarboxylic acid biosynthetic process;cellular process;organic acid biosynthetic process;lipid biosynthetic process;fatty acid metabolic process;carboxylic acid biosynthetic process;organic substance biosynthetic process;very long-chain fatty acid metabolic process;metabolic process;organic acid metabolic process;cellular biosynthetic process;small molecule metabolic process;monocarboxylic acid metabolic process;cellular metabolic process;biosynthetic process;small molecule biosynthetic process;primary metabolic process;fatty acid biosynthetic process;oxoacid metabolic process;carboxylic acid metabolic process;organic substance metabolic process;lipid metabolic process;cellular lipid metabolic process
QW917_027953	oxidoreductase activity;catalytic activity;monocarboxylic acid biosynthetic process;cellular process;organic acid biosynthetic process;lipid biosynthetic process;fatty acid metabolic process;carboxylic acid biosynthetic process;organic substance biosynthetic process;very long-chain fatty acid metabolic process;metabolic process;organic acid metabolic process;cellular biosynthetic process;small molecule metabolic process;monocarboxylic acid metabolic process;cellular metabolic process;biosynthetic process;small molecule biosynthetic process;primary metabolic process;fatty acid biosynthetic process;oxoacid metabolic process;carboxylic acid metabolic process;organic substance metabolic process;lipid metabolic process;cellular lipid metabolic process
QW917_027956	membrane;cell periphery;plasma membrane;cellular anatomical entity;G protein-coupled receptor binding;protein binding;signaling receptor activity;transmembrane signaling receptor activity;molecular transducer activity;signaling receptor binding;binding;cell surface receptor signaling pathway;cellular process;smoothened signaling pathway;cell communication;regulation of biological process;regulation of cellular process;cellular response to stimulus;response to stimulus;biological regulation;signal transduction;signaling
QW917_027956	membrane;cell periphery;plasma membrane;cellular anatomical entity;G protein-coupled receptor binding;protein binding;signaling receptor activity;transmembrane signaling receptor activity;molecular transducer activity;signaling receptor binding;binding;cell surface receptor signaling pathway;cellular process;smoothened signaling pathway;cell communication;regulation of biological process;regulation of cellular process;cellular response to stimulus;response to stimulus;biological regulation;signal transduction;signaling
QW917_027956	membrane;cell periphery;plasma membrane;cellular anatomical entity;G protein-coupled receptor binding;protein binding;signaling receptor activity;transmembrane signaling receptor activity;molecular transducer activity;signaling receptor binding;binding;cell surface receptor signaling pathway;cellular process;smoothened signaling pathway;cell communication;regulation of biological process;regulation of cellular process;cellular response to stimulus;response to stimulus;biological regulation;signal transduction;signaling
QW917_027957	membrane;cell periphery;plasma membrane;cellular anatomical entity;G protein-coupled receptor binding;protein binding;signaling receptor activity;transmembrane signaling receptor activity;molecular transducer activity;signaling receptor binding;binding;cell surface receptor signaling pathway;cellular process;smoothened signaling pathway;cell communication;regulation of biological process;regulation of cellular process;cellular response to stimulus;response to stimulus;biological regulation;signal transduction;signaling
